"Id","SalePrice"
1461,111350
1462,150750
1463,174875
1464,173000
1465,157260
1466,173875
1467,160125
1468,165730.5
1469,145562.5
1470,123100
1471,207587.5
1472,91875
1473,89875
1474,152150
1475,109375
1476,273428.25
1477,221182
1478,215625
1479,239250
1480,292125
1481,283062.5
1482,175596.25
1483,189083
1484,166758.75
1485,184091.25
1486,176600
1487,249350
1488,181375
1489,173910
1490,168125
1491,191071.25
1492,93250
1493,181062.5
1494,223250
1495,215250
1496,204337.5
1497,159050
1498,159558.25
1499,161925
1500,159383.25
1501,163225
1502,159558.25
1503,249171.5
1504,193775
1505,192837.5
1506,185875
1507,230570
1508,164850
1509,151250
1510,139312.5
1511,133250
1512,137750
1513,139250
1514,140750
1515,191225
1516,129875
1517,138975
1518,134726.25
1519,216875
1520,129375
1521,123000
1522,158875
1523,104250
1524,133612.5
1525,111752
1526,112437.5
1527,134862.5
1528,134875
1529,162725
1530,147000
1531,124500
1532,100625
1533,128700
1534,121375
1535,139875
1536,106250
1537,80825
1538,141250
1539,146625
1540,121750
1541,114375
1542,120812.5
1543,171662.5
1544,89875
1545,106600
1546,158375
1547,144500
1548,130750
1549,116200
1550,151375
1551,121000
1552,150096.75
1553,123375
1554,133375
1555,153125
1556,76750
1557,113875
1558,101750
1559,100250
1560,109350
1561,126125
1562,140037.5
1563,130500
1564,141425
1565,171600
1566,198750
1567,78198.25
1568,200750
1569,133375
1570,148162.5
1571,116375
1572,141850
1573,171000
1574,136125
1575,171500
1576,181875
1577,171760
1578,130625
1579,136725
1580,167208.75
1581,153750
1582,139750
1583,293894.25
1584,220125
1585,140875
1586,80850
1587,114625
1588,130975
1589,86323.25
1590,146375
1591,87137.5
1592,113750
1593,120975
1594,148563.25
1595,90500
1596,169875
1597,139688.25
1598,197250
1599,147675
1600,162911.25
1601,77750
1602,75748.25
1603,95877
1604,240225
1605,230750
1606,175375
1607,143726.25
1608,184812.5
1609,171760
1610,172196.25
1611,137237.5
1612,194358
1613,184425
1614,142462.5
1615,101125
1616,84500
1617,79600
1618,125625
1619,134550
1620,147375
1621,125750
1622,132850
1623,221250
1624,185250
1625,112250
1626,167350
1627,174875
1628,238750
1629,168100
1630,254140.25
1631,184300
1632,189350
1633,176250
1634,196050
1635,178050
1636,175030.25
1637,170675
1638,181975
1639,152000
1640,204250
1641,155500
1642,202925
1643,181225
1644,188225
1645,215750
1646,177725
1647,128250
1648,145375
1649,144150
1650,138725
1651,126375
1652,93600
1653,93600
1654,156850
1655,131750
1656,155000
1657,181250
1658,152150
1659,136000
1660,148875
1661,322000
1662,278000
1663,287125
1664,319725
1665,252850
1666,287519.25
1667,263070
1668,283250
1669,206087.5
1670,288100
1671,222100
1672,299225
1673,260475
1674,226625
1675,174837.5
1676,195962.5
1677,206087.5
1678,320048
1679,258500
1680,218462.5
1681,175596.25
1682,258625
1683,199800
1684,168341.25
1685,168181.25
1686,176607.5
1687,168950
1688,173735
1689,173100
1690,193800
1691,185200
1692,221000
1693,179100
1694,183550
1695,166858
1696,221250
1697,163056.25
1698,260000
1699,238437.5
1700,214500
1701,223500
1702,229807
1703,236000
1704,272725
1705,179397.5
1706,293750
1707,179654.75
1708,191875
1709,221125
1710,194317.25
1711,221500
1712,214994.5
1713,250494.25
1714,195125
1715,182100
1716,142875
1717,147625
1718,118587.5
1719,203350
1720,207562.5
1721,141375
1722,118587.5
1723,153050
1724,176785
1725,202975
1726,182450
1727,147285
1728,178250
1729,158225
1730,136500
1731,119500
1732,135850
1733,116375
1734,121175
1735,130125
1736,125000
1737,213750
1738,181875
1739,253475
1740,177685.5
1741,159875
1742,160683.25
1743,168625
1744,206750
1745,136375
1746,184600
1747,197075
1748,184100
1749,169500
1750,133375
1751,195487.5
1752,126462.5
1753,142600
1754,176000
1755,164850
1756,131200
1757,117377
1758,140862.5
1759,161862.5
1760,178225
1761,147375
1762,190875
1763,153987.5
1764,131000
1765,148375
1766,188100
1767,242375
1768,134750
1769,156875
1770,140875
1771,134000
1772,127500
1773,121220.75
1774,139376.25
