"Id","SalePrice"
1461,128615.397708774
1462,162854.064492425
1463,128615.397708774
1464,162854.064492425
1465,261101.806313966
1466,162854.064492425
1467,162854.064492425
1468,162854.064492425
1469,206207.396580587
1470,101575.116220421
1471,206207.396580587
1472,162854.064492425
1473,128615.397708774
1474,162854.064492425
1475,206207.396580587
1476,330609.640541061
1477,261101.806313966
1478,330609.640541061
1479,261101.806313966
1480,330609.640541061
1481,261101.806313966
1482,261101.806313966
1483,162854.064492425
1484,206207.396580587
1485,206207.396580587
1486,206207.396580587
1487,261101.806313966
1488,261101.806313966
1489,206207.396580587
1490,162854.064492425
1491,206207.396580587
1492,128615.397708774
1493,162854.064492425
1494,261101.806313966
1495,261101.806313966
1496,206207.396580587
1497,206207.396580587
1498,206207.396580587
1499,206207.396580587
1500,162854.064492425
1501,162854.064492425
1502,206207.396580587
1503,261101.806313966
1504,261101.806313966
1505,206207.396580587
1506,162854.064492425
1507,162854.064492425
1508,162854.064492425
1509,162854.064492425
1510,128615.397708774
1511,128615.397708774
1512,128615.397708774
1513,162854.064492425
1514,128615.397708774
1515,128615.397708774
1516,162854.064492425
1517,162854.064492425
1518,128615.397708774
1519,206207.396580587
1520,128615.397708774
1521,128615.397708774
1522,162854.064492425
1523,101575.116220421
1524,128615.397708774
1525,128615.397708774
1526,128615.397708774
1527,101575.116220421
1528,162854.064492425
1529,128615.397708774
1530,162854.064492425
1531,101575.116220421
1532,128615.397708774
1533,128615.397708774
1534,162854.064492425
1535,128615.397708774
1536,128615.397708774
1537,63354.2937190369
1538,261101.806313966
1539,261101.806313966
1540,128615.397708774
1541,162854.064492425
1542,128615.397708774
1543,206207.396580587
1544,101575.116220421
1545,162854.064492425
1546,162854.064492425
1547,128615.397708774
1548,162854.064492425
1549,128615.397708774
1550,128615.397708774
1551,162854.064492425
1552,101575.116220421
1553,162854.064492425
1554,162854.064492425
1555,128615.397708774
1556,128615.397708774
1557,128615.397708774
1558,162854.064492425
1559,101575.116220421
1560,128615.397708774
1561,101575.116220421
1562,128615.397708774
1563,128615.397708774
1564,128615.397708774
1565,128615.397708774
1566,206207.396580587
1567,101575.116220421
1568,162854.064492425
1569,80219.821413251
1570,162854.064492425
1571,101575.116220421
1572,128615.397708774
1573,206207.396580587
1574,128615.397708774
1575,206207.396580587
1576,162854.064492425
1577,206207.396580587
1578,162854.064492425
1579,128615.397708774
1580,206207.396580587
1581,128615.397708774
1582,128615.397708774
1583,261101.806313966
1584,206207.396580587
1585,162854.064492425
1586,80219.821413251
1587,128615.397708774
1588,128615.397708774
1589,101575.116220421
1590,162854.064492425
1591,101575.116220421
1592,128615.397708774
1593,162854.064492425
1594,101575.116220421
1595,128615.397708774
1596,206207.396580587
1597,128615.397708774
1598,206207.396580587
1599,261101.806313966
1600,261101.806313966
1601,63354.2937190369
1602,162854.064492425
1603,101575.116220421
1604,261101.806313966
1605,261101.806313966
1606,162854.064492425
1607,162854.064492425
1608,206207.396580587
1609,206207.396580587
1610,128615.397708774
1611,128615.397708774
1612,128615.397708774
1613,128615.397708774
1614,128615.397708774
1615,101575.116220421
